filepath,filename,partition,label,size_bytes,mod_time,mod_datetime,md5,is_corrupted,width,height,mode,format,aspect_ratio,phash,mean_brightness,std_brightness
c:/Github/BDC2026\train\2_Organic\O_4746.jpg,O_4746.jpg,train,2_Organic,9081,1604328412.0,2020-11-02 21:46:52,f5dceaf8d75049dd76576e93fc2957c2,False,310,163,RGB,JPEG,1.901840490797546,a52b4f9d7a940ca6,102.18048024276008,72.80199193990252
c:/Github/BDC2026\test\1399.jpg,1399.jpg,test,,9081,1782752596.0,2026-06-30 00:03:16,f5dceaf8d75049dd76576e93fc2957c2,False,310,163,RGB,JPEG,1.901840490797546,a52b4f9d7a940ca6,102.18048024276008,72.80199193990252
c:/Github/BDC2026\train\2_Organic\O_2061.jpg,O_2061.jpg,train,2_Organic,9848,1604328408.0,2020-11-02 21:46:48,f6395790858c13d230ab5ebcb9f75917,False,318,159,RGB,JPEG,2.0,9b0b7c56d2873469,85.95256648603036,33.574693616072345
c:/Github/BDC2026\train\2_Organic\O_6618.jpg,O_6618.jpg,train,2_Organic,9848,1604328414.0,2020-11-02 21:46:54,f6395790858c13d230ab5ebcb9f75917,False,318,159,RGB,JPEG,2.0,9b0b7c56d2873469,85.95256648603036,33.574693616072345
c:/Github/BDC2026\train\2_Organic\O_4829.jpg,O_4829.jpg,train,2_Organic,5868,1604328412.0,2020-11-02 21:46:52,f64794a481c9d6fc27aac7b2b09c6c0b,False,275,184,RGB,JPEG,1.4945652173913044,ea8d615b316c9a66,176.96730566534916,57.21004368143869
c:/Github/BDC2026\test\498.jpg,498.jpg,test,,5868,1782752596.0,2026-06-30 00:03:16,f64794a481c9d6fc27aac7b2b09c6c0b,False,275,184,RGB,JPEG,1.4945652173913044,ea8d615b316c9a66,176.96730566534916,57.21004368143869
c:/Github/BDC2026\train\2_Organic\O_4773.jpg,O_4773.jpg,train,2_Organic,9849,1604328412.0,2020-11-02 21:46:52,f651f91bfbfe5be4b70edbb63c404760,False,205,246,RGB,JPEG,0.8333333333333334,bf2ec2c11b1ec839,200.36056580077994,77.79180956399334
c:/Github/BDC2026\test\790.jpg,790.jpg,test,,9849,1782752596.0,2026-06-30 00:03:16,f651f91bfbfe5be4b70edbb63c404760,False,205,246,RGB,JPEG,0.8333333333333334,bf2ec2c11b1ec839,200.36056580077994,77.79180956399334
c:/Github/BDC2026\train\0_Recyclable\R_8442.jpg,R_8442.jpg,train,0_Recyclable,2884,1604328424.0,2020-11-02 21:47:04,f68c12198de0306eac34db4d1ae67ae9,False,225,225,RGB,JPEG,1.0,e5649a9b93996564,248.29015308641976,22.022997027134185
c:/Github/BDC2026\train\0_Recyclable\R_9284.jpg,R_9284.jpg,train,0_Recyclable,2884,1604328424.0,2020-11-02 21:47:04,f68c12198de0306eac34db4d1ae67ae9,False,225,225,RGB,JPEG,1.0,e5649a9b93996564,248.29015308641976,22.022997027134185
c:/Github/BDC2026\train\2_Organic\O_4587.jpg,O_4587.jpg,train,2_Organic,9558,1604328412.0,2020-11-02 21:46:52,f7324e81e382288ff76db5a4251f7d61,False,299,168,RGB,JPEG,1.7797619047619047,bafcee7ae0a08161,132.41733689016297,63.835356040426895
c:/Github/BDC2026\test\1296.jpg,1296.jpg,test,,9558,1782752596.0,2026-06-30 00:03:16,f7324e81e382288ff76db5a4251f7d61,False,299,168,RGB,JPEG,1.7797619047619047,bafcee7ae0a08161,132.41733689016297,63.835356040426895
c:/Github/BDC2026\train\2_Organic\O_4520.jpg,O_4520.jpg,train,2_Organic,7035,1604328412.0,2020-11-02 21:46:52,f798d71ae704f85b5b7daafdd5e418ab,False,275,183,RGB,JPEG,1.5027322404371584,ce781ba6a79f5120,114.89920847822488,41.97158262846966
c:/Github/BDC2026\test\696.jpg,696.jpg,test,,7035,1782752596.0,2026-06-30 00:03:16,f798d71ae704f85b5b7daafdd5e418ab,False,275,183,RGB,JPEG,1.5027322404371584,ce781ba6a79f5120,114.89920847822488,41.97158262846966
c:/Github/BDC2026\train\1_Electronic\630(1).jpeg,630(1).jpeg,train,1_Electronic,45371,1781617028.0,2026-06-16 20:37:08,f9b96db1123f36fe7b28347fb73524d0,False,1152,864,RGB,JPEG,1.3333333333333333,aadf95cbc090eb84,100.7407427501286,82.40908563119707
c:/Github/BDC2026\train\1_Electronic\630.jpeg,630.jpeg,train,1_Electronic,45371,1781617028.0,2026-06-16 20:37:08,f9b96db1123f36fe7b28347fb73524d0,False,1152,864,RGB,JPEG,1.3333333333333333,aadf95cbc090eb84,100.7407427501286,82.40908563119707
c:/Github/BDC2026\train\2_Organic\O_4707.jpg,O_4707.jpg,train,2_Organic,6287,1604328412.0,2020-11-02 21:46:52,fa4eeb3e834b78f95292993f9f1baea0,False,282,179,RGB,JPEG,1.5754189944134078,c0f17d66319c92d9,50.91433891992551,52.22252222177432
c:/Github/BDC2026\test\105.jpg,105.jpg,test,,6287,1782752596.0,2026-06-30 00:03:16,fa4eeb3e834b78f95292993f9f1baea0,False,282,179,RGB,JPEG,1.5754189944134078,c0f17d66319c92d9,50.91433891992551,52.22252222177432
c:/Github/BDC2026\train\2_Organic\O_10162.jpg,O_10162.jpg,train,2_Organic,11196,1604328404.0,2020-11-02 21:46:44,ff8d67f71f4cac204417e65ffcce34c3,False,259,194,RGB,JPEG,1.3350515463917525,94b24de73358e433,98.43134445196301,58.36404176014927
c:/Github/BDC2026\train\2_Organic\O_6766.jpg,O_6766.jpg,train,2_Organic,11196,1604328414.0,2020-11-02 21:46:54,ff8d67f71f4cac204417e65ffcce34c3,False,259,194,RGB,JPEG,1.3350515463917525,94b24de73358e433,98.43134445196301,58.36404176014927
